qid,vid,duration_bin,cohort,p3_location_failure,hard_peak_start_sec,hard_peak_end_sec,hard_peak_center_sec,gt_duration_sec,window_length_sec,gt_window_center_sec,hard_window_center_sec,audio_path,status,blocked_reason,S_GT,S_HARD,S_GT_minus_S_HARD,comparison,native_pipeline
i6MQCm58zlY_3,i6MQCm58zlY,2-5s,harmful,0,70.0,75.0,72.5,3.0,,,72.5,raw_audio/i6MQCm58zlY.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
iOCpICiu4LA_2,iOCpICiu4LA,2-5s,control,1,60.0,64.0,62.0,3.0,,,62.0,raw_audio/iOCpICiu4LA.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
ilspW7JRjAg_1,ilspW7JRjAg,0-2s,control,1,44.0,48.0,46.0,1.0,,,46.0,raw_audio/ilspW7JRjAg.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
inSvboaSRwA_2,inSvboaSRwA,0-2s,harmful,0,68.0,70.0,69.0,1.0,,,69.0,raw_audio/inSvboaSRwA.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
jid4t-FzUn0_1,jid4t-FzUn0,2-5s,control,0,1.0,5.0,3.0,2.0,,,3.0,raw_audio/jid4t-FzUn0.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
jid4t-FzUn0_3,jid4t-FzUn0,2-5s,control,1,3.0,7.0,5.0,3.0,,,5.0,raw_audio/jid4t-FzUn0.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
jjfUaMQaG1A_2,jjfUaMQaG1A,0-2s,harmful,1,1.0,7.0,4.0,1.0,,,4.0,raw_audio/jjfUaMQaG1A.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
jlwe9jtu5Gw_1,jlwe9jtu5Gw,2-5s,control,0,33.0,36.0,34.5,3.0,,,34.5,raw_audio/jlwe9jtu5Gw.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
jlwe9jtu5Gw_2,jlwe9jtu5Gw,2-5s,harmful,0,28.0,34.0,31.0,2.0,,,31.0,raw_audio/jlwe9jtu5Gw.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
jlwe9jtu5Gw_3,jlwe9jtu5Gw,2-5s,control,0,2.0,5.0,3.5,3.0,,,3.5,raw_audio/jlwe9jtu5Gw.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
kHIe4CfaccQ_2,kHIe4CfaccQ,2-5s,control,0,0.0,3.0,1.5,2.0,,,1.5,raw_audio/kHIe4CfaccQ.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
kXjzsroVTtw_1,kXjzsroVTtw,0-2s,harmful,1,0.0,6.0,3.0,1.0,,,3.0,raw_audio/kXjzsroVTtw.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
kdflh3akyH8_1,kdflh3akyH8,2-5s,control,0,6.0,12.0,9.0,2.0,,,9.0,raw_audio/kdflh3akyH8.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
lTfNLKEy1RU_2,lTfNLKEy1RU,2-5s,control,0,2.0,8.0,5.0,2.0,,,5.0,raw_audio/lTfNLKEy1RU.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
lVr-PxhZo8s_1,lVr-PxhZo8s,2-5s,control,0,0.0,1.0,0.5,2.0,,,0.5,raw_audio/lVr-PxhZo8s.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
lVr-PxhZo8s_3,lVr-PxhZo8s,0-2s,harmful,0,0.0,3.0,1.5,1.0,,,1.5,raw_audio/lVr-PxhZo8s.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
lgwpIImXCWA_3,lgwpIImXCWA,2-5s,control,0,51.0,59.0,55.0,2.0,,,55.0,raw_audio/lgwpIImXCWA.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
lh801oHGtD4_2,lh801oHGtD4,2-5s,control,0,68.0,70.0,69.0,3.0,,,69.0,raw_audio/lh801oHGtD4.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
lh801oHGtD4_3,lh801oHGtD4,2-5s,control,0,1.0,19.0,10.0,4.0,,,10.0,raw_audio/lh801oHGtD4.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
lmPMhs-9IYE_2,lmPMhs-9IYE,2-5s,control,1,114.0,123.0,118.5,4.0,,,118.5,raw_audio/lmPMhs-9IYE.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
lrKGCtSsAkA_2,lrKGCtSsAkA,2-5s,control,1,98.0,102.0,100.0,2.0,,,100.0,raw_audio/lrKGCtSsAkA.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
lrKGCtSsAkA_3,lrKGCtSsAkA,0-2s,harmful,0,228.0,240.0,234.0,1.0,,,234.0,raw_audio/lrKGCtSsAkA.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
lrKGCtSsAkA_4,lrKGCtSsAkA,0-2s,control,0,231.0,239.0,235.0,1.0,,,235.0,raw_audio/lrKGCtSsAkA.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
mSF_FqBtRPs_1,mSF_FqBtRPs,2-5s,control,0,19.0,22.0,20.5,4.0,,,20.5,raw_audio/mSF_FqBtRPs.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
mWqH2xwjkYA_1,mWqH2xwjkYA,2-5s,control,0,6.0,8.0,7.0,4.0,,,7.0,raw_audio/mWqH2xwjkYA.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
m_U506sf9p4_2,m_U506sf9p4,2-5s,harmful,1,76.0,80.0,78.0,2.0,,,78.0,raw_audio/m_U506sf9p4.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
m_U506sf9p4_3,m_U506sf9p4,2-5s,harmful,1,53.0,61.0,57.0,2.0,,,57.0,raw_audio/m_U506sf9p4.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
m_U506sf9p4_4,m_U506sf9p4,2-5s,control,0,70.0,71.0,70.5,3.0,,,70.5,raw_audio/m_U506sf9p4.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
n-JyOqYSLQM_2,n-JyOqYSLQM,2-5s,control,1,114.0,116.0,115.0,2.0,,,115.0,raw_audio/n-JyOqYSLQM.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
nLtNjMimLE0_1,nLtNjMimLE0,2-5s,harmful,1,64.0,100.0,82.0,4.0,,,82.0,raw_audio/nLtNjMimLE0.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
nU-AI3Cmc3M_1,nU-AI3Cmc3M,2-5s,harmful,0,0.0,4.0,2.0,3.0,,,2.0,raw_audio/nU-AI3Cmc3M.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
nlC4UI4hZ60_2,nlC4UI4hZ60,2-5s,control,0,0.0,18.0,9.0,3.0,3.0,37.5,9.0,raw_audio/nlC4UI4hZ60.wav,VALID,,8.777084350585938,6.797708988189697,1.9793753623962402,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
o7-X8DAToGc_1,o7-X8DAToGc,2-5s,control,1,108.0,109.0,108.5,2.0,2.0,134.0,108.5,raw_audio/o7-X8DAToGc.wav,VALID,,2.909843921661377,2.759620189666748,0.1502237319946289,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
o7-X8DAToGc_2,o7-X8DAToGc,2-5s,control,1,133.0,135.0,134.0,2.0,2.0,47.0,134.0,raw_audio/o7-X8DAToGc.wav,VALID,,2.464670181274414,2.149505138397217,0.31516504287719727,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
oN0IcZaHD_8_2,oN0IcZaHD_8,2-5s,control,0,44.0,46.0,45.0,2.0,,,45.0,raw_audio/oN0IcZaHD_8.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
oNHCc_izsDE_1,oNHCc_izsDE,0-2s,harmful,0,1.0,2.0,1.5,1.0,,,1.5,raw_audio/oNHCc_izsDE.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
os_2U4xqTqw_1,os_2U4xqTqw,2-5s,control,0,12.0,21.0,16.5,3.0,3.0,22.5,16.5,raw_audio/os_2U4xqTqw.wav,VALID,,4.23640251159668,2.1273462772369385,2.109056234359741,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
os_2U4xqTqw_2,os_2U4xqTqw,2-5s,control,0,15.0,22.0,18.5,3.0,3.0,48.5,18.5,raw_audio/os_2U4xqTqw.wav,VALID,,5.1298418045043945,5.331613063812256,-0.20177125930786133,HARD>GT,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
os_2U4xqTqw_3,os_2U4xqTqw,0-2s,control,0,60.0,61.0,60.5,1.0,1.0,59.5,60.5,raw_audio/os_2U4xqTqw.wav,VALID,,-1.1763768196105957,0.16940179467201233,-1.345778614282608,HARD>GT,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
os_2U4xqTqw_4,os_2U4xqTqw,2-5s,harmful,0,58.0,61.0,59.5,4.0,4.0,103.0,59.5,raw_audio/os_2U4xqTqw.wav,VALID,,8.27278995513916,-1.6037713289260864,9.876561284065247,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
p9qRTh4BmSE_1,p9qRTh4BmSE,2-5s,harmful,1,20.0,27.0,23.5,2.0,,,23.5,raw_audio/p9qRTh4BmSE.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
p9qRTh4BmSE_2,p9qRTh4BmSE,2-5s,control,0,0.0,26.0,13.0,2.0,,,13.0,raw_audio/p9qRTh4BmSE.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
pCQEWAFGEjc_1,pCQEWAFGEjc,2-5s,control,0,39.0,47.0,43.0,3.0,,,43.0,raw_audio/pCQEWAFGEjc.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
pCQEWAFGEjc_2,pCQEWAFGEjc,2-5s,harmful,1,0.0,50.0,25.0,4.0,,,25.0,raw_audio/pCQEWAFGEjc.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
pHYkWkZ4guE_3,pHYkWkZ4guE,2-5s,harmful,1,123.0,136.0,129.5,2.0,,,129.5,raw_audio/pHYkWkZ4guE.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
pI_kPedctoo_1,pI_kPedctoo,0-2s,control,0,74.0,76.0,75.0,1.0,,,75.0,raw_audio/pI_kPedctoo.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
pO8kbg9IJnc_2,pO8kbg9IJnc,2-5s,control,0,66.0,73.0,69.5,4.0,4.0,103.0,69.5,raw_audio/pO8kbg9IJnc.wav,VALID,,7.452956676483154,5.53373384475708,1.9192228317260742,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
pO8kbg9IJnc_3,pO8kbg9IJnc,2-5s,control,0,61.0,62.0,61.5,2.0,2.0,91.0,61.5,raw_audio/pO8kbg9IJnc.wav,VALID,,1.5547986030578613,-0.9499144554138184,2.5047130584716797,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
paf0nyjg1Js_1,paf0nyjg1Js,2-5s,harmful,1,63.0,85.0,74.0,4.0,,,74.0,raw_audio/paf0nyjg1Js.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
paf0nyjg1Js_2,paf0nyjg1Js,2-5s,control,1,174.0,178.0,176.0,3.0,,,176.0,raw_audio/paf0nyjg1Js.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
pgq2KPX5_SA_2,pgq2KPX5_SA,2-5s,harmful,1,97.0,105.0,101.0,4.0,,,101.0,raw_audio/pgq2KPX5_SA.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
pgq2KPX5_SA_4,pgq2KPX5_SA,2-5s,control,0,5.0,16.0,10.5,2.0,,,10.5,raw_audio/pgq2KPX5_SA.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
ptIksg9KEac_2,ptIksg9KEac,2-5s,control,0,12.0,23.0,17.5,4.0,,,17.5,raw_audio/ptIksg9KEac.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
ptIksg9KEac_3,ptIksg9KEac,0-2s,control,0,21.0,27.0,24.0,1.0,,,24.0,raw_audio/ptIksg9KEac.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
q1ivQ_2fddk_3,q1ivQ_2fddk,2-5s,harmful,0,160.0,161.0,160.5,2.0,,,160.5,raw_audio/q1ivQ_2fddk.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
q3SEOW2m4WY_1,q3SEOW2m4WY,2-5s,control,0,0.0,1.0,0.5,2.0,,,0.5,raw_audio/q3SEOW2m4WY.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
q3SEOW2m4WY_3,q3SEOW2m4WY,0-2s,control,0,0.0,4.0,2.0,1.0,,,2.0,raw_audio/q3SEOW2m4WY.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
q3SEOW2m4WY_4,q3SEOW2m4WY,2-5s,control,0,0.0,14.0,7.0,4.0,,,7.0,raw_audio/q3SEOW2m4WY.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
qeSl7YZAfs4_2,qeSl7YZAfs4,2-5s,harmful,0,20.0,72.0,46.0,4.0,,,46.0,raw_audio/qeSl7YZAfs4.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
r2KhpX_QgXA_1,r2KhpX_QgXA,2-5s,control,0,118.0,120.0,119.0,4.0,,,119.0,raw_audio/r2KhpX_QgXA.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
rE6BJ0Bo4w4_3,rE6BJ0Bo4w4,2-5s,control,0,10.0,14.0,12.0,4.0,,,12.0,raw_audio/rE6BJ0Bo4w4.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
rE6BJ0Bo4w4_4,rE6BJ0Bo4w4,2-5s,control,0,11.0,13.0,12.0,3.0,,,12.0,raw_audio/rE6BJ0Bo4w4.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
rPkCYq4Zjwk_1,rPkCYq4Zjwk,2-5s,harmful,0,0.0,3.0,1.5,3.0,,,1.5,raw_audio/rPkCYq4Zjwk.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
rPkCYq4Zjwk_2,rPkCYq4Zjwk,2-5s,control,0,15.0,17.0,16.0,3.0,,,16.0,raw_audio/rPkCYq4Zjwk.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
riM7b5bJ9KQ_1,riM7b5bJ9KQ,2-5s,control,0,21.0,22.0,21.5,3.0,,,21.5,raw_audio/riM7b5bJ9KQ.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
riM7b5bJ9KQ_3,riM7b5bJ9KQ,2-5s,control,0,17.0,18.0,17.5,2.0,,,17.5,raw_audio/riM7b5bJ9KQ.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
rvtA7c1I4xo_1,rvtA7c1I4xo,2-5s,control,1,8.0,22.0,15.0,3.0,3.0,1.5,15.0,raw_audio/rvtA7c1I4xo.wav,VALID,,3.728431463241577,-0.41027921438217163,4.138710677623749,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
rvtA7c1I4xo_2,rvtA7c1I4xo,2-5s,harmful,0,11.0,15.0,13.0,4.0,4.0,7.0,13.0,raw_audio/rvtA7c1I4xo.wav,VALID,,4.237622261047363,-0.5115368962287903,4.749159157276154,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
rvtA7c1I4xo_3,rvtA7c1I4xo,2-5s,control,0,12.0,16.0,14.0,2.0,2.0,17.0,14.0,raw_audio/rvtA7c1I4xo.wav,VALID,,0.8172577023506165,-2.6992616653442383,3.5165193676948547,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
rvtA7c1I4xo_4,rvtA7c1I4xo,2-5s,harmful,0,20.0,48.0,34.0,3.0,3.0,125.5,34.0,raw_audio/rvtA7c1I4xo.wav,VALID,,1.1657404899597168,-0.6134980320930481,1.779238522052765,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
sTMKled6Q1M_1,sTMKled6Q1M,2-5s,control,0,43.0,53.0,48.0,4.0,,,48.0,raw_audio/sTMKled6Q1M.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
sTMKled6Q1M_2,sTMKled6Q1M,2-5s,control,1,292.0,294.0,293.0,3.0,,,293.0,raw_audio/sTMKled6Q1M.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
sTMKled6Q1M_3,sTMKled6Q1M,2-5s,harmful,0,14.0,19.0,16.5,3.0,,,16.5,raw_audio/sTMKled6Q1M.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
sVYTOURVsQ0_2,sVYTOURVsQ0,0-2s,control,1,33.0,51.0,42.0,1.0,,,42.0,raw_audio/sVYTOURVsQ0.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
sl_Pxpc7beo_1,sl_Pxpc7beo,2-5s,control,0,3.0,13.0,8.0,2.0,,,8.0,raw_audio/sl_Pxpc7beo.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
sqsI2UyrcBQ_1,sqsI2UyrcBQ,2-5s,harmful,0,6.0,19.0,12.5,2.0,,,12.5,raw_audio/sqsI2UyrcBQ.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
szkiW0GXEOI_1,szkiW0GXEOI,2-5s,control,0,102.0,103.0,102.5,3.0,,,102.5,raw_audio/szkiW0GXEOI.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
t1hj7se76wQ_2,t1hj7se76wQ,2-5s,control,0,7.0,10.0,8.5,2.0,,,8.5,raw_audio/t1hj7se76wQ.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
t1hj7se76wQ_3,t1hj7se76wQ,2-5s,control,0,15.0,24.0,19.5,2.0,,,19.5,raw_audio/t1hj7se76wQ.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
t4prXmPwthg_2,t4prXmPwthg,2-5s,harmful,1,72.0,82.0,77.0,4.0,,,77.0,raw_audio/t4prXmPwthg.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
tIM-H2rdq8U_2,tIM-H2rdq8U,2-5s,control,0,27.0,37.0,32.0,4.0,,,32.0,raw_audio/tIM-H2rdq8U.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
tIM-H2rdq8U_3,tIM-H2rdq8U,0-2s,control,0,28.0,35.0,31.5,1.0,,,31.5,raw_audio/tIM-H2rdq8U.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
tIM-H2rdq8U_4,tIM-H2rdq8U,2-5s,control,1,46.0,47.0,46.5,2.0,,,46.5,raw_audio/tIM-H2rdq8U.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
taYKM1OSTwE_1,taYKM1OSTwE,2-5s,control,0,4.0,30.0,17.0,4.0,,,17.0,raw_audio/taYKM1OSTwE.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
taYKM1OSTwE_2,taYKM1OSTwE,0-2s,harmful,1,0.0,20.0,10.0,1.0,,,10.0,raw_audio/taYKM1OSTwE.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
tfOIhQpYYe8_1,tfOIhQpYYe8,2-5s,control,0,3.0,14.0,8.5,3.0,,,8.5,raw_audio/tfOIhQpYYe8.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
tfOIhQpYYe8_2,tfOIhQpYYe8,2-5s,harmful,1,4.0,22.0,13.0,3.0,,,13.0,raw_audio/tfOIhQpYYe8.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
