top1_query_index,initial_gt_distance_sec,initial_hard_distance_sec,final_gt_distance_sec,final_hard_distance_sec,hard_distance_change_sec,gt_distance_change_sec,reference_attraction_flag,classification,reference_centers_sec,final_center_sec,final_width_gt_ratio,qid,vid,duration_bin,cohort,p3_location_failure,hard_peak_center_sec
9,13.101195707917213,14.601195707917213,1.5,0.0,-14.601195707917213,-11.601195707917213,True,begin_gt_move_hard,"[15.601195335388184, 3.1721034049987793]",1.0,2.0,woadpeAGHUQ_1,woadpeAGHUQ,0-2s,control,0,1.0
5,1.5078871250152588,56.00788712501526,11.5,66.0,9.992112874984741,9.992112874984741,False,approach_neither,"[76.00788879394531, 88.0190200805664]",86.0,4.0,x5AH2gW_8S4_2,x5AH2gW_8S4,0-2s,harmful,1,20.0
9,15.503737047314644,6.496262952685356,26.0,4.0,-2.496262952685356,10.496262952685356,True,begin_hard_and_remain,"[18.49626350402832, 9.911879539489746]",8.0,3.0,xUWSHYoslPQ_2,xUWSHYoslPQ,2-5s,harmful,0,12.0
6,4.214964509010315,39.285035490989685,4.5,51.5,12.214964509010315,0.28503549098968506,False,approach_neither,"[109.2149658203125, 104.4561538696289]",97.0,3.0,xbLW9Wt1Jsg_3,xbLW9Wt1Jsg,2-5s,control,0,148.5
7,13.109374761581421,103.39062523841858,7.5,124.5,21.10937476158142,-5.609374761581421,False,approach_gt,"[81.109375, 64.0411376953125]",60.0,5.0,yfYNPWs7mWY_2,yfYNPWs7mWY,2-5s,control,1,184.5
4,71.38914394378662,43.88914394378662,87.0,59.5,15.610856056213379,15.610856056213379,False,begin_hard_and_remain,"[140.88914489746094, 161.70433044433594]",156.5,9.0,yrxa6_P2I80_2,yrxa6_P2I80,0-2s,harmful,1,97.0
9,18.433183655142784,75.06681634485722,3.5,97.0,21.933183655142784,-14.933183655142784,False,approach_gt,"[29.433183670043945, 12.037900924682617]",7.5,3.0,z1ax0QPpd14_1,z1ax0QPpd14,2-5s,harmful,0,104.5
6,75.87887164950371,42.62112835049629,93.0,25.5,-17.121128350496292,17.121128350496292,True,begin_hard_and_remain,"[66.62113189697266, 52.82097244262695]",49.5,11.0,z1ax0QPpd14_3,z1ax0QPpd14,0-2s,harmful,0,24.0
9,48.74887925386429,14.751120746135712,88.0,24.5,9.748879253864288,39.25112074613571,False,begin_hard_and_remain,"[48.251121520996094, 15.756477355957031]",9.0,7.0,zBXoaQ1GVlc_3,zBXoaQ1GVlc,2-5s,control,1,33.5
6,1.649085372686386,11.350914627313614,5.0,7.0,-4.350914627313614,3.350914627313614,False,approach_neither,"[108.85091400146484, 103.13819122314453]",104.5,1.75,zoctgurhvHE_1,zoctgurhvHE,2-5s,control,0,97.5
9,16.650523260235786,2.8494767397642136,22.5,3.0,0.15052326023578644,5.849476739764214,False,begin_hard_and_remain,"[13.34947681427002, 9.524505615234375]",7.5,3.6666666666666665,ztSjcZNUY7A_2,ztSjcZNUY7A,2-5s,control,0,10.5
6,6.714964509010315,32.714964509010315,18.0,8.0,-24.714964509010315,11.285035490989685,True,begin_gt_move_hard,"[109.2149658203125, 90.71765899658203]",84.5,13.0,zwoqJY03yHE_1,zwoqJY03yHE,0-2s,harmful,1,76.5
4,1.8885700702667236,32.888570070266724,17.5,0.5,-32.388570070266724,15.611429929733276,True,begin_gt_move_hard,"[176.11143493652344, 208.6119384765625]",208.5,0.75,zwoqJY03yHE_2,zwoqJY03yHE,2-5s,control,0,209.0
5,6.2942376136779785,21.20576238632202,2.0,10.5,-10.705762386322021,-4.2942376136779785,False,approach_gt,"[207.2942352294922, 243.68556213378906]",239.0,5.0,zwoqJY03yHE_4,zwoqJY03yHE,2-5s,harmful,0,228.5
