qid,query,duration,vid,relevant_windows,gt_duration_sec,gt_union_duration_sec,gt_count,query_word_count,query_char_count,gt_duration_bin_fine,gt_duration_bin_broad,normalized_gt_width,r1_iou05,r1_iou07,oracle10_iou05,oracle10_iou07,final_width_sec,final_center_sec,center_error_sec,oracle10_best_iou,initial_width_norm_median,initial_width_sec_median,initial_width_gt_ratio_median,initial_width_gt_ratio_nearest_center,initial_nearest_center_error_sec,valid_tokens,gt_token_count,gt_token_fraction,best_gt_saliency,mean_gt_saliency,best_false_saliency,gt_vs_false_margin,gt_saliency_percentile,gt_saliency_rank,false_peaks_above_gt,false_peak_count,high_saliency_distractor_peak_count,nearby_best_saliency,gt_vs_nearby_margin,random_negative_best_mean,gt_vs_random_negative_margin,top1_gt_token,top3_gt_token,top5_gt_token,top10_gt_token,gt_token_center_sec,audio_duration_sec,qd_top1_center_hit_le_2s,short_failure_iou07,final_width_gt_ratio,qd_top1_center_sec,final_center_error_sec,audio_duration_group,audio_duration_group_threshold_sec,gt_count_bin,query_word_bin
0AsXkZkqelg_4,A car picks up speed,172,0AsXkZkqelg,"[[85, 87], [119, 123], [129, 133], [100, 105]]",5.0,15.0,4,5,20,5-10s,5-10s,0.029069767441860465,0.0,0.0,0.0,0.0,153.0,86.5,0.5,0.2857142857142857,0.5116411935411949,88.00228528908552,17.600457057817103,16.89123140211779,0.060958864813358105,172.0,15.0,0.0872093023255814,-10.900140762329102,-10.990012868245442,-10.79838752746582,-0.10175323486328125,0.6337209302325582,64.0,63.0,47.0,7.0,-10.903778076171875,0.0036373138427734375,-10.812783794403076,-0.08735696792602532,0.0,0.0,0.0,0.0,112.83333333333333,172.0,1.0,1.0,30.6,86.5,0.5,not_short_primary,nan,3+,0-5w
0Dt-pH0pW-Y_1,"Amid engine noise, an announcement plays",77,0Dt-pH0pW-Y,"[[20, 23], [61, 78]]",17.0,20.0,2,6,40,10-20s,10s+,0.22077922077922077,0.0,0.0,1.0,1.0,5.0,2.5,19.0,1.0,0.5116411935411949,39.396371902672,2.317433641333647,3.810307115135547,0.681925708652134,77.0,19.0,0.24675324675324675,-10.568220138549805,-11.360398192154733,-9.825906753540039,-0.7423133850097656,0.922077922077922,7.0,6.0,17.0,2.0,-10.84720230102539,0.27898216247558594,-10.071127862930298,-0.4970922756195062,0.0,0.0,0.0,1.0,61.5,77.0,0.0,1.0,0.29411764705882354,2.5,19.0,not_short_primary,nan,2,6-10w
0G7rb74R-2A_1,Laughter sounds,299,0G7rb74R-2A,"[[1, 4], [16, 35], [55, 67], [187, 202], [235, 244], [75, 78]]",19.0,61.0,6,2,15,10-20s,10s+,0.06354515050167224,0.0,0.0,1.0,0.0,12.0,11.0,8.5,0.5,0.5116411935411949,152.98071686881727,8.051616677306171,13.23840811089131,4.339015754714438,299.0,61.0,0.2040133779264214,-11.126985549926758,-11.683529634944728,-11.062845230102539,-0.06414031982421875,0.9933110367892977,3.0,2.0,77.0,6.0,-11.062845230102539,-0.06414031982421875,-11.137975749969483,0.010990200042725107,0.0,1.0,1.0,1.0,106.99180327868852,299.0,0.0,1.0,0.631578947368421,11.0,8.5,not_short_primary,nan,3+,0-5w
0G7rb74R-2A_2,People applause,299,0G7rb74R-2A,"[[57, 69], [111, 120], [131, 142], [184, 195], [267, 270], [20, 27], [271, 277]]",12.0,59.0,7,2,15,10-20s,10s+,0.04013377926421405,1.0,0.0,1.0,0.0,10.0,60.0,3.0,0.6,0.5116411935411949,152.98071686881727,12.74839307240144,8.041854015882707,2.922432134069993,299.0,59.0,0.19732441471571907,-9.887187957763672,-10.64740234310344,-10.217750549316406,0.3305625915527344,1.0,1.0,0.0,71.0,3.0,-10.228410720825195,0.34122276306152344,-10.392011404037476,0.5048234462738037,1.0,1.0,1.0,1.0,135.51694915254237,299.0,0.0,1.0,0.8333333333333334,60.0,3.0,not_short_primary,nan,3+,0-5w
0On6-JiVwRs_1,"Amid the commotion, cats are meowing",143,0On6-JiVwRs,"[[6, 9], [26, 28], [99, 104], [109, 115], [132, 134], [3, 5], [33, 34], [44, 47], [51, 61], [63, 71], [78, 87], [89, 94], [119, 125]]",10.0,62.0,13,6,36,10-20s,10s+,0.06993006993006994,1.0,0.0,1.0,1.0,10.0,58.0,2.0,0.75,0.5116411935411949,73.16469067639086,7.316469067639086,7.6112925233513025,1.373005857876251,143.0,62.0,0.43356643356643354,-10.458101272583008,-10.839553571516468,-10.545280456542969,0.08717918395996094,1.0,1.0,0.0,17.0,2.0,-10.545280456542969,0.08717918395996094,-10.559081277847291,0.10098000526428308,1.0,1.0,1.0,1.0,76.25806451612904,143.0,1.0,1.0,1.0,58.0,2.0,not_short_primary,nan,3+,6-10w
0_K6OKtoBBU_1,Door opens and closes,61,0_K6OKtoBBU,"[[6, 8], [26, 28]]",2.0,4.0,2,4,21,2-3s,2-5s,0.03278688524590164,1.0,0.0,1.0,0.0,3.0,6.5,0.5,0.6666666666666666,0.5116411935411949,31.210112806012887,15.605056403006444,9.84387481542833,0.25161083552417907,61.0,4.0,0.06557377049180328,-10.251619338989258,-10.785478353500366,-10.896764755249023,0.6451454162597656,1.0,1.0,0.0,14.0,3.0,-11.15928840637207,0.9076690673828125,-11.47925485610962,1.227635517120362,1.0,1.0,1.0,1.0,17.0,61.0,1.0,1.0,1.5,6.5,0.5,shorter_or_equal_audio,188.5,2,0-5w
0_K6OKtoBBU_2,Chickens cluck,61,0_K6OKtoBBU,"[[16, 31]]",15.0,15.0,1,2,14,10-20s,10s+,0.2459016393442623,0.0,0.0,0.0,0.0,3.0,6.5,17.0,0.2,0.5116411935411949,31.210112806012887,2.0806741870675256,3.4279698241778718,1.2929550693737966,61.0,15.0,0.2459016393442623,-11.486132621765137,-11.96539929707845,-11.531496047973633,0.045363426208496094,1.0,1.0,0.0,12.0,2.0,-11.943534851074219,0.45740222930908203,-11.714832963943481,0.22870034217834423,1.0,1.0,1.0,1.0,23.5,61.0,0.0,1.0,0.2,6.5,17.0,not_short_primary,nan,1,0-5w
0_K6OKtoBBU_3,A cat meows,61,0_K6OKtoBBU,"[[22, 24], [37, 39]]",2.0,4.0,2,3,11,2-3s,2-5s,0.03278688524590164,1.0,0.0,1.0,0.0,3.0,22.5,0.5,0.6666666666666666,0.5116411935411949,31.210112806012887,15.605056403006444,25.70977368133404,0.7929550693737966,61.0,4.0,0.06557377049180328,-11.61561393737793,-12.258955955505371,-11.697250366210938,0.08163642883300781,1.0,1.0,0.0,15.0,3.0,-11.697250366210938,0.08163642883300781,-12.231761341094971,0.6161474037170418,1.0,1.0,1.0,1.0,30.5,61.0,1.0,1.0,1.5,22.5,0.5,shorter_or_equal_audio,188.5,2,0-5w
0_ogYGDGDco_1,Wind and waves fill the air as water splashes and a man speaks over a radio,71,0_ogYGDGDco,"[[34, 71]]",37.0,37.0,1,16,75,20s+,10s+,0.5211267605633803,0.0,0.0,0.0,0.0,10.0,60.0,7.5,0.2702702702702703,0.5116411935411949,36.326524741424834,0.981797965984455,1.1366973963347669,0.24458634077108599,71.0,37.0,0.5211267605633803,-10.981374740600586,-11.168781899117135,-11.131555557250977,0.15018081665039062,1.0,1.0,0.0,11.0,0.0,-11.131555557250977,0.15018081665039062,-11.131555557250977,0.15018081665039062,1.0,1.0,1.0,1.0,52.5,71.0,0.0,1.0,0.2702702702702703,60.0,7.5,not_short_primary,nan,1,16w+
0a9wVat2PWk_1,Machines operate as people talk,300,0a9wVat2PWk,"[[5, 7], [12, 14], [26, 28], [36, 42], [261, 265], [272, 280]]",8.0,24.0,6,5,31,5-10s,5-10s,0.02666666666666667,0.0,0.0,0.0,0.0,21.0,14.5,1.5,0.4375,0.5116411935411949,153.49235806235845,19.186544757794806,25.12980574800189,9.251119163836577,300.0,24.0,0.08,-10.379399299621582,-11.511765877405802,-10.297868728637695,-0.08153057098388672,0.9966666666666667,2.0,1.0,86.0,9.0,-10.297868728637695,-0.08153057098388672,-10.509072618484497,0.1296733188629151,0.0,1.0,1.0,1.0,149.41666666666666,300.0,1.0,1.0,2.625,14.5,1.5,not_short_primary,nan,3+,0-5w
0a9wVat2PWk_2,Machines operate in the background as a bell rings out,300,0a9wVat2PWk,"[[18, 20], [0, 4]]",4.0,6.0,2,10,54,3-5s,2-5s,0.013333333333333334,0.0,0.0,0.0,0.0,11.0,112.5,93.5,0.15384615384615385,0.5116411935411949,153.49235806235845,38.37308951558961,50.25961149600378,29.251119163836577,300.0,6.0,0.02,-10.631593704223633,-11.11199982961019,-10.102676391601562,-0.5289173126220703,0.9766666666666667,8.0,7.0,86.0,16.0,-10.865321159362793,0.23372745513916016,-11.276873149871825,0.6452794456481925,0.0,0.0,0.0,1.0,7.666666666666667,300.0,0.0,1.0,2.75,112.5,93.5,longer_audio,188.5,2,6-10w
0a9wVat2PWk_3,Machines operate in the background as a horn blares,300,0a9wVat2PWk,"[[110, 113], [118, 121], [228, 231]]",3.0,9.0,3,9,51,3-5s,2-5s,0.01,0.0,0.0,1.0,0.0,9.0,114.5,3.0,0.5,0.5116411935411949,153.49235806235845,51.164119354119485,49.102416866621475,0.9053043055581043,300.0,9.0,0.03,-9.820276260375977,-10.149064169989693,-9.893956184387207,0.07367992401123047,1.0,1.0,0.0,84.0,11.0,-11.152303695678711,1.3320274353027344,-10.584191160202026,0.7639148998260499,1.0,1.0,1.0,1.0,153.5,300.0,0.0,1.0,3.0,114.5,3.0,longer_audio,188.5,3+,6-10w
0a9wVat2PWk_4,Machines operate as an in-car melody plays and a woman makes an announcement,300,0a9wVat2PWk,"[[257, 261]]",4.0,4.0,1,13,76,3-5s,2-5s,0.013333333333333334,0.0,0.0,0.0,0.0,12.0,113.0,146.0,0.4,0.5116411935411949,153.49235806235845,38.37308951558961,36.82681264996611,30.405304305558104,300.0,4.0,0.013333333333333334,-10.936933517456055,-11.533267736434937,-10.193731307983398,-0.7432022094726562,0.8333333333333334,51.0,50.0,84.0,14.0,-11.429586410522461,0.49265289306640625,-10.827298173904419,-0.10963534355163596,0.0,0.0,0.0,0.0,259.0,300.0,0.0,1.0,3.0,113.0,146.0,longer_audio,188.5,1,11-15w
0fMXnvD38zI_1,"Birds chirp, wind blows, waves lap, and wood creaks",300,0fMXnvD38zI,"[[14, 16]]",2.0,2.0,1,9,51,2-3s,2-5s,0.006666666666666667,0.0,0.0,0.0,0.0,13.0,23.5,8.5,0.0,0.5116411935411949,153.49235806235845,76.74617903117922,100.51922299200756,33.25111916383658,300.0,2.0,0.006666666666666667,-12.831392288208008,-12.83414363861084,-12.317143440246582,-0.5142488479614258,0.7566666666666667,74.0,73.0,86.0,22.0,-12.607684135437012,-0.2237081527709961,-12.92355668067932,0.0921643924713127,0.0,0.0,0.0,0.0,15.0,300.0,0.0,1.0,6.5,23.5,8.5,longer_audio,188.5,1,6-10w
0fMXnvD38zI_2,"Music plays as birds chirp, waves lap, and chains rattle",300,0fMXnvD38zI,"[[127, 131], [248, 256]]",8.0,12.0,2,10,56,5-10s,5-10s,0.02666666666666667,0.0,0.0,0.0,0.0,31.0,94.5,34.5,0.25806451612903225,0.5116411935411949,153.49235806235845,19.186544757794806,12.10312477306762,5.02431558454515,300.0,12.0,0.04,-12.893486022949219,-13.405439853668213,-12.76016616821289,-0.13331985473632812,0.9766666666666667,8.0,7.0,86.0,18.0,-12.890029907226562,-0.00345611572265625,-12.983381385803222,0.08989536285400312,0.0,0.0,0.0,1.0,211.0,300.0,0.0,1.0,3.875,94.5,34.5,not_short_primary,nan,2,6-10w
0jGH7A_hpBM_1,"As music plays, a man speaks",221,0jGH7A_hpBM,"[[2, 27], [203, 221]]",25.0,43.0,2,6,28,20s+,10s+,0.11312217194570136,1.0,1.0,1.0,1.0,19.0,13.5,1.0,0.76,0.5116411935411949,113.07270377260406,4.522908150904162,5.9239328749956455,21.044991117359615,221.0,43.0,0.19457013574660634,-10.962900161743164,-11.544922850852789,-11.10818862915039,0.14528846740722656,1.0,1.0,0.0,59.0,7.0,-11.181285858154297,0.2183856964111328,-11.17556983947754,0.21266967773437528,1.0,1.0,1.0,1.0,97.17441860465117,221.0,1.0,0.0,0.76,13.5,1.0,not_short_primary,nan,2,6-10w
0jGH7A_hpBM_2,"As a man speaks, applause breaks out",221,0jGH7A_hpBM,"[[68, 76]]",8.0,8.0,1,7,36,5-10s,5-10s,0.03619909502262444,1.0,1.0,1.0,1.0,6.0,71.0,1.0,0.75,0.5116411935411949,113.07270377260406,14.134087971575507,23.286311408093535,8.45503163390805,221.0,8.0,0.03619909502262444,-10.903000831604004,-11.024344205856323,-10.967777252197266,0.06477642059326172,1.0,1.0,0.0,67.0,11.0,-10.967777252197266,0.06477642059326172,-11.258682279586791,0.35568144798278745,1.0,1.0,1.0,1.0,72.0,221.0,1.0,0.0,0.75,71.0,1.0,not_short_primary,nan,1,6-10w
0jGH7A_hpBM_3,A woman speaks,221,0jGH7A_hpBM,"[[177, 185]]",8.0,8.0,1,3,14,5-10s,5-10s,0.03619909502262444,0.0,0.0,0.0,0.0,26.0,15.0,166.0,0.26666666666666666,0.5116411935411949,113.07270377260406,14.134087971575507,13.564542659404182,12.601907505094488,221.0,8.0,0.03619909502262444,-12.144791603088379,-12.508520364761353,-11.676617622375488,-0.4681739807128906,0.4796380090497738,116.0,115.0,71.0,11.0,-12.045450210571289,-0.09934139251708984,-11.850067205429077,-0.2947243976593015,0.0,0.0,0.0,0.0,181.0,221.0,0.0,1.0,3.25,15.0,166.0,not_short_primary,nan,1,0-5w
0qbHT34qTZE_1,"As cannon fire rumbles, a bell clangs",300,0qbHT34qTZE,"[[37, 43]]",6.0,6.0,1,7,37,5-10s,5-10s,0.02,0.0,0.0,0.0,0.0,14.0,160.0,120.0,0.46153846153846156,0.5116411935411949,153.49235806235845,25.582059677059743,33.506407664002516,8.251119163836577,300.0,6.0,0.02,-11.533641815185547,-11.657547950744629,-10.815478324890137,-0.7181634902954102,0.49333333333333335,153.0,152.0,82.0,24.0,-11.458484649658203,-0.07515716552734375,-11.174349641799926,-0.3592921733856205,0.0,0.0,0.0,0.0,40.0,300.0,0.0,1.0,2.3333333333333335,160.0,120.0,not_short_primary,nan,1,6-10w
0qbHT34qTZE_2,"As waves crash, several men shout while cannon fire and crashing sounds erupt",300,0qbHT34qTZE,"[[43, 53], [67, 70], [86, 101], [119, 141], [145, 210], [110, 115], [226, 250], [256, 299]]",65.0,187.0,8,13,77,20s+,10s+,0.21666666666666667,0.0,0.0,1.0,0.0,15.0,195.5,18.0,0.5833333333333334,0.5116411935411949,153.49235806235845,2.361420893267053,3.092899168984848,0.2511191638365773,300.0,187.0,0.6233333333333333,-10.202188491821289,-10.727713207510066,-10.387901306152344,0.1857128143310547,1.0,1.0,0.0,29.0,0.0,-10.387901306152344,0.1857128143310547,-10.387901306152344,0.1857128143310547,1.0,1.0,1.0,1.0,185.52139037433156,300.0,0.0,1.0,0.23076923076923078,195.5,18.0,not_short_primary,nan,3+,11-15w
0rSETXszQM0_1,Footsteps echo as a man talks,112,0rSETXszQM0,"[[7, 15]]",8.0,8.0,1,6,29,5-10s,5-10s,0.07142857142857142,0.0,0.0,1.0,0.0,8.0,74.0,63.0,0.5,0.5116411935411949,57.30381367661383,7.1629767095767285,9.381794145920706,7.013751154498991,112.0,8.0,0.07142857142857142,-12.245336532592773,-12.408274531364441,-12.396907806396484,0.15157127380371094,1.0,1.0,0.0,30.0,3.0,-12.396907806396484,0.15157127380371094,-12.614528007507325,0.36919147491455107,1.0,1.0,1.0,1.0,11.0,112.0,0.0,1.0,1.0,74.0,63.0,not_short_primary,nan,1,6-10w
0rSETXszQM0_2,An engine hums,112,0rSETXszQM0,"[[101, 106]]",5.0,5.0,1,3,14,5-10s,5-10s,0.044642857142857144,1.0,1.0,1.0,1.0,5.0,103.5,0.0,1.0,0.5116411935411949,57.30381367661383,11.460762735322765,10.99894137812321,18.15798027407503,112.0,5.0,0.044642857142857144,-9.248098373413086,-9.328184700012207,-10.240370750427246,0.9922723770141602,1.0,1.0,0.0,24.0,2.0,-10.240370750427246,0.9922723770141602,-11.436118507385254,2.1880201339721683,1.0,1.0,1.0,1.0,103.5,112.0,1.0,0.0,1.0,103.5,0.0,not_short_primary,nan,1,0-5w
0ury8KHQdL4_1,A man talks as music plays in the background,299,0ury8KHQdL4,"[[0, 33]]",33.0,33.0,1,9,44,20s+,10s+,0.11036789297658862,1.0,0.0,1.0,0.0,17.0,10.5,6.0,0.5151515151515151,0.5116411935411949,152.98071686881727,4.635779299055069,6.0717672069919715,31.590282099957122,299.0,33.0,0.11036789297658862,-10.465442657470703,-11.61403866970178,-12.20559024810791,1.740147590637207,1.0,1.0,0.0,90.0,1.0,-12.647865295410156,2.182422637939453,-12.565871477127075,2.100428819656372,1.0,1.0,1.0,1.0,16.5,299.0,0.0,1.0,0.5151515151515151,10.5,6.0,not_short_primary,nan,1,6-10w
0yETgW44MZU_1,A train rumbles while a horn blows,90,0yETgW44MZU,"[[8, 14], [19, 40]]",21.0,27.0,2,7,34,20s+,10s+,0.23333333333333334,1.0,0.0,1.0,1.0,20.0,25.0,4.5,0.8695652173913043,0.5116411935411949,46.04770741870754,2.1927479723194065,3.6126145688057196,3.2644925205960362,90.0,27.0,0.3,-10.244619369506836,-10.521724100466129,-10.667259216308594,0.4226398468017578,1.0,1.0,0.0,15.0,0.0,-10.667259216308594,0.4226398468017578,-10.696398143768311,0.4517787742614754,1.0,1.0,1.0,1.0,25.38888888888889,90.0,0.0,1.0,0.9523809523809523,25.0,4.5,not_short_primary,nan,2,6-10w
0yETgW44MZU_2,A train rumbles while a horn blows,90,0yETgW44MZU,"[[58, 60], [82, 86]]",4.0,6.0,2,7,34,3-5s,2-5s,0.044444444444444446,0.0,0.0,0.0,0.0,20.0,25.0,34.0,0.16666666666666666,0.5116411935411949,46.04770741870754,11.511926854676885,4.260072371822279,1.8789213439728556,90.0,6.0,0.06666666666666667,-11.041792869567871,-11.112062454223633,-10.244619369506836,-0.7971735000610352,0.6555555555555556,32.0,31.0,19.0,3.0,-11.096151351928711,0.054358482360839844,-10.47686957359314,-0.5649232959747312,0.0,0.0,0.0,0.0,75.66666666666667,90.0,0.0,1.0,5.0,25.0,34.0,shorter_or_equal_audio,188.5,2,6-10w
0yxEvdnimGg_1,People are talking while a dog barks,299,0yxEvdnimGg,"[[0, 1], [4, 9], [11, 29], [31, 36], [38, 76], [80, 81], [121, 122], [117, 119], [125, 127], [151, 153], [159, 161], [238, 240], [244, 245], [274, 276], [278, 284], [286, 287], [290, 291]]",38.0,90.0,17,7,36,20s+,10s+,0.12709030100334448,1.0,0.0,1.0,1.0,26.0,58.0,1.0,0.782608695652174,0.5116411935411949,152.98071686881727,4.025808338653086,6.619204055445655,0.33901575471443834,299.0,90.0,0.3010033444816054,-11.058751106262207,-11.398197068108452,-11.109378814697266,0.050627708435058594,1.0,1.0,0.0,62.0,4.0,-11.109378814697266,0.050627708435058594,-11.143764781951905,0.08501367568969798,1.0,1.0,1.0,1.0,84.17777777777778,299.0,1.0,1.0,0.6842105263157895,58.0,1.0,not_short_primary,nan,3+,6-10w
11SEBDuoqSk_1,A motor hums,76,11SEBDuoqSk,"[[7, 15]]",8.0,8.0,1,3,12,5-10s,5-10s,0.10526315789473684,0.0,0.0,0.0,0.0,58.0,47.0,36.0,0.1111111111111111,0.5116411935411949,38.88473070913081,4.860591338641351,6.366217456160479,1.2236168548385997,76.0,8.0,0.10526315789473684,-11.663378715515137,-11.990332841873169,-11.121864318847656,-0.5415143966674805,0.40789473684210525,46.0,45.0,14.0,4.0,-11.220870971679688,-0.4425077438354492,-11.160449256896973,-0.5029294586181638,0.0,0.0,0.0,0.0,11.0,76.0,0.0,1.0,7.25,47.0,36.0,not_short_primary,nan,1,0-5w
11SEBDuoqSk_2,Propellers spin and gunfire erupts,76,11SEBDuoqSk,"[[44, 56], [58, 62]]",12.0,16.0,2,5,34,10-20s,10s+,0.15789473684210525,0.0,0.0,0.0,0.0,6.0,26.0,24.0,0.42857142857142855,0.5116411935411949,38.88473070913081,3.2403942257609004,1.1991314824388637,1.4088669126881896,76.0,16.0,0.21052631578947367,-11.178232192993164,-11.323650360107422,-10.528128623962402,-0.6501035690307617,0.6842105263157895,25.0,24.0,15.0,3.0,-11.075475692749023,-0.10275650024414062,-10.686697988510131,-0.49153420448303287,0.0,0.0,0.0,0.0,52.5,76.0,0.0,1.0,0.5,26.0,24.0,not_short_primary,nan,2,0-5w
11SEBDuoqSk_3,Propellers spin and an engine roars,76,11SEBDuoqSk,"[[15, 27]]",12.0,12.0,1,6,35,10-20s,10s+,0.15789473684210525,0.0,0.0,0.0,0.0,57.0,47.5,26.5,0.46153846153846156,0.5116411935411949,38.88473070913081,3.2403942257609004,5.327832026791262,0.45229030983847096,76.0,12.0,0.15789473684210525,-10.91293716430664,-11.119964679082235,-10.910971641540527,-0.0019655227661132812,0.9868421052631579,2.0,1.0,16.0,3.0,-10.913591384887695,0.0006542205810546875,-10.93667634010315,0.02373917579650886,0.0,1.0,1.0,1.0,21.0,76.0,0.0,1.0,4.75,47.5,26.5,not_short_primary,nan,1,6-10w
14izd_i3ryE_1,"As people talk and cheer, a man makes an announcement",299,14izd_i3ryE,"[[0, 9]]",9.0,9.0,1,10,53,5-10s,5-10s,0.030100334448160536,0.0,0.0,0.0,0.0,12.0,11.0,6.5,0.23529411764705882,0.5116411935411949,152.98071686881727,16.997857429868585,22.26314642563723,43.59028209995712,299.0,9.0,0.030100334448160536,-10.61983871459961,-11.170898331536186,-10.833810806274414,0.2139720916748047,1.0,1.0,0.0,78.0,14.0,-10.833810806274414,0.2139720916748047,-11.185621643066407,0.5657829284667972,1.0,1.0,1.0,1.0,4.5,299.0,0.0,1.0,1.3333333333333333,11.0,6.5,not_short_primary,nan,1,6-10w
14izd_i3ryE_2,"As the wind blows, a man speaks, horses gallop, and a whistle blows",299,14izd_i3ryE,"[[83, 86], [215, 234], [246, 251], [253, 267], [275, 278], [296, 300], [11, 12]]",19.0,49.0,7,13,67,10-20s,10s+,0.06354515050167224,0.0,0.0,0.0,0.0,11.0,47.5,36.0,0.3125,0.5116411935411949,152.98071686881727,8.051616677306171,7.727169812168326,3.3327133754604006,299.0,48.0,0.1605351170568562,-11.077827453613281,-11.453950941562653,-10.876035690307617,-0.20179176330566406,0.8862876254180602,35.0,34.0,71.0,17.0,-11.050180435180664,-0.027647018432617188,-10.901754188537598,-0.17607326507568288,0.0,0.0,0.0,0.0,231.97916666666666,299.0,0.0,1.0,0.5789473684210527,47.5,36.0,not_short_primary,nan,3+,11-15w
14izd_i3ryE_3,"As the wind blows, a man talks while horses gallop and a horn blares",299,14izd_i3ryE,"[[234, 236], [251, 253], [267, 268]]",2.0,5.0,3,14,68,2-3s,2-5s,0.006688963210702341,0.0,0.0,0.0,0.0,14.0,47.0,188.0,0.11764705882352941,0.5116411935411949,152.98071686881727,76.49035843440863,73.4081132155991,7.167286624539599,299.0,5.0,0.016722408026755852,-11.229564666748047,-11.35477180480957,-10.985982894897461,-0.24358177185058594,0.7558528428093646,74.0,73.0,86.0,18.0,-11.113297462463379,-0.11626720428466797,-11.17110209465027,-0.05846257209777761,0.0,0.0,0.0,0.0,248.3,299.0,0.0,1.0,7.0,47.0,188.0,longer_audio,188.5,3+,11-15w
1DKLyH3FixM_1,Music plays,300,1DKLyH3FixM,"[[0, 100]]",100.0,100.0,1,2,11,20s+,10s+,0.3333333333333333,0.0,0.0,0.0,0.0,5.0,2.5,47.5,0.1,0.5116411935411949,153.49235806235845,1.5349235806235846,2.010384459840151,1.7488808361634227,300.0,100.0,0.3333333333333333,-10.007135391235352,-12.303358945846558,-11.105663299560547,1.0985279083251953,1.0,1.0,0.0,64.0,1.0,-12.694286346435547,2.6871509552001953,-11.609744920730591,1.6026095294952398,1.0,1.0,1.0,1.0,50.0,300.0,0.0,1.0,0.05,2.5,47.5,not_short_primary,nan,1,0-5w
1DKLyH3FixM_2,A man and someone with a high-pitched voice talk as birds and insects call out in the background,300,1DKLyH3FixM,"[[49, 61], [78, 101], [286, 300]]",23.0,49.0,3,18,96,20s+,10s+,0.07666666666666666,1.0,1.0,1.0,1.0,14.0,53.0,2.0,0.7333333333333333,0.5116411935411949,153.49235806235845,6.673580785319933,8.740801999305004,6.748880836163423,300.0,49.0,0.16333333333333333,-10.604883193969727,-11.384661207393725,-11.105644226074219,0.5007610321044922,1.0,1.0,0.0,77.0,10.0,-11.158185958862305,0.5533027648925781,-11.125456037521362,0.5205728435516352,1.0,1.0,1.0,1.0,139.19387755102042,300.0,1.0,0.0,0.6086956521739131,53.0,2.0,not_short_primary,nan,3+,16w+
1FNJbN-eHY4_1,Many people talk as someone burps,177,1FNJbN-eHY4,"[[28, 32], [61, 63], [76, 80], [95, 97], [150, 153]]",4.0,15.0,5,6,33,3-5s,2-5s,0.022598870056497175,0.0,0.0,0.0,0.0,7.0,6.5,23.5,0.13043478260869565,0.5116411935411949,90.5604912567915,22.640122814197873,14.281687232219792,1.0743461948816417,177.0,15.0,0.0847457627118644,-10.990419387817383,-11.45573450724284,-10.707521438598633,-0.28289794921875,0.8757062146892656,23.0,22.0,47.0,6.0,-11.020832061767578,0.030412673950195312,-10.859920444488525,-0.13049894332885792,0.0,0.0,0.0,0.0,80.16666666666667,177.0,0.0,1.0,1.75,6.5,23.5,shorter_or_equal_audio,188.5,3+,6-10w
1FNJbN-eHY4_2,Many people talk as an alarm blares,177,1FNJbN-eHY4,"[[142, 148]]",6.0,6.0,1,7,35,5-10s,5-10s,0.03389830508474576,0.0,0.0,0.0,0.0,8.0,9.0,136.0,0.125,0.5116411935411949,90.5604912567915,15.093415209465249,14.485212975653335,10.12912954027928,177.0,6.0,0.03389830508474576,-11.410845756530762,-11.832188606262207,-10.684150695800781,-0.7266950607299805,0.6666666666666666,60.0,59.0,52.0,10.0,-11.746957778930664,0.33611202239990234,-11.032656345367432,-0.37818941116332994,0.0,0.0,0.0,0.0,145.0,177.0,0.0,1.0,1.3333333333333333,9.0,136.0,not_short_primary,nan,1,6-10w
1GgEpRZDWN0_1,Music plays while dogs bark in the background,300,1GgEpRZDWN0,"[[3, 5]]",2.0,2.0,1,8,45,2-3s,2-5s,0.006666666666666667,0.0,0.0,0.0,0.0,10.0,18.0,14.0,0.0,0.5116411935411949,153.49235806235845,76.74617903117922,100.51922299200756,44.25111916383658,300.0,2.0,0.006666666666666667,-11.996881484985352,-12.227015495300293,-11.618648529052734,-0.3782329559326172,0.98,7.0,6.0,89.0,24.0,-12.111796379089355,0.1149148941040039,-12.574059476852417,0.5771779918670656,0.0,0.0,0.0,1.0,4.0,300.0,0.0,1.0,5.0,18.0,14.0,longer_audio,188.5,1,6-10w
1GgEpRZDWN0_2,A man is talking while a horn is honking,300,1GgEpRZDWN0,"[[244, 254]]",10.0,10.0,1,9,40,10-20s,10s+,0.03333333333333333,0.0,0.0,1.0,0.0,9.0,173.5,75.5,0.6428571428571429,0.5116411935411949,153.49235806235845,15.349235806235844,14.730725059986444,20.405304305558104,300.0,10.0,0.03333333333333333,-11.461952209472656,-12.482490730285644,-11.31153678894043,-0.15041542053222656,0.9933333333333333,3.0,2.0,93.0,27.0,-11.998958587646484,0.5370063781738281,-12.064856300354004,0.6029040908813474,0.0,1.0,1.0,1.0,249.0,300.0,0.0,1.0,0.9,173.5,75.5,not_short_primary,nan,1,6-10w
